country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MX,Mexico,Aguascalientes,,,MX-AGU,,19/06/2020,-37,-1,-21,-51,-27,13
MX,Mexico,Aguascalientes,,,MX-AGU,,20/06/2020,-35,4,-14,-54,-3,7
MX,Mexico,Aguascalientes,,,MX-AGU,,21/06/2020,-42,-6,-25,-56,18,3
MX,Mexico,Aguascalientes,,,MX-AGU,,22/06/2020,-38,-11,-27,-50,-31,14
MX,Mexico,Aguascalientes,,,MX-AGU,,23/06/2020,-36,-11,-21,-50,-32,14
MX,Mexico,Aguascalientes,,,MX-AGU,,24/06/2020,-37,-8,-22,-49,-31,15
MX,Mexico,Aguascalientes,,,MX-AGU,,25/06/2020,-37,-9,-20,-48,-31,15
MX,Mexico,Aguascalientes,,,MX-AGU,,26/06/2020,-39,-3,-28,-54,-30,16
MX,Mexico,Aguascalientes,,,MX-AGU,,27/06/2020,-37,-1,-18,-57,-7,8
MX,Mexico,Aguascalientes,,,MX-AGU,,28/06/2020,-42,-11,-26,-56,6,7
MX,Mexico,Aguascalientes,,,MX-AGU,,29/06/2020,-33,-5,-26,-50,-28,13
MX,Mexico,Aguascalientes,,,MX-AGU,,30/06/2020,-30,-4,-26,-48,-30,13
MX,Mexico,Aguascalientes,,,MX-AGU,,01/07/2020,-29,-1,-25,-42,-30,13
MX,Mexico,Aguascalientes,,,MX-AGU,,02/07/2020,-30,-1,-20,-41,-30,13
MX,Mexico,Aguascalientes,,,MX-AGU,,03/07/2020,-33,2,-18,-44,-27,13
MX,Mexico,Aguascalientes,,,MX-AGU,,04/07/2020,-32,1,-14,-51,-5,6
MX,Mexico,Aguascalientes,,,MX-AGU,,05/07/2020,-37,-6,-19,-52,5,4
MX,Mexico,Aguascalientes,,,MX-AGU,,06/07/2020,-33,-7,-24,-43,-29,12
MX,Mexico,Aguascalientes,,,MX-AGU,,07/07/2020,-32,-8,-22,-43,-31,12
MX,Mexico,Aguascalientes,,,MX-AGU,,08/07/2020,-32,-6,-25,-42,-30,13
MX,Mexico,Aguascalientes,,,MX-AGU,,09/07/2020,-34,-9,-28,-40,-31,13
MX,Mexico,Aguascalientes,,,MX-AGU,,10/07/2020,-34,-2,-21,-47,-28,13
MX,Mexico,Aguascalientes,,,MX-AGU,,11/07/2020,-33,0,-12,-51,-5,6
MX,Mexico,Aguascalientes,,,MX-AGU,,12/07/2020,-38,-9,-19,-52,3,4
MX,Mexico,Aguascalientes,,,MX-AGU,,13/07/2020,-32,-6,-20,-43,-31,12
MX,Mexico,Aguascalientes,,,MX-AGU,,14/07/2020,-28,-5,-20,-43,-32,13
MX,Mexico,Aguascalientes,,,MX-AGU,,15/07/2020,-25,4,-22,-38,-30,13
MX,Mexico,Aguascalientes,,,MX-AGU,,16/07/2020,-26,2,-18,-38,-31,12
MX,Mexico,Aguascalientes,,,MX-AGU,,17/07/2020,-30,2,-20,-44,-29,13
MX,Mexico,Aguascalientes,,,MX-AGU,,18/07/2020,-30,2,-16,-50,-7,6
MX,Mexico,Aguascalientes,,,MX-AGU,,19/07/2020,-35,-7,-21,-47,2,4
MX,Mexico,Aguascalientes,,,MX-AGU,,20/07/2020,-30,-4,-21,-41,-29,11
MX,Mexico,Aguascalientes,,,MX-AGU,,21/07/2020,-29,-8,-20,-42,-31,12
MX,Mexico,Aguascalientes,,,MX-AGU,,22/07/2020,-32,-8,-27,-41,-30,13
MX,Mexico,Aguascalientes,,,MX-AGU,,23/07/2020,-29,-5,-17,-39,-29,12
MX,Mexico,Aguascalientes,,,MX-AGU,,24/07/2020,-33,-2,-20,-44,-26,12
MX,Mexico,Aguascalientes,,,MX-AGU,,25/07/2020,-32,-2,-14,-51,-5,5
MX,Mexico,Aguascalientes,,,MX-AGU,,26/07/2020,-36,-8,-17,-49,3,4
MX,Mexico,Aguascalientes,,,MX-AGU,,27/07/2020,-34,-10,-31,-43,-30,13
MX,Mexico,Aguascalientes,,,MX-AGU,,28/07/2020,-32,-12,-30,-45,-30,12
MX,Mexico,Aguascalientes,,,MX-AGU,,29/07/2020,-27,-6,-30,-44,-30,13
MX,Mexico,Aguascalientes,,,MX-AGU,,30/07/2020,-24,-3,-26,-38,-30,12
MX,Mexico,Aguascalientes,,,MX-AGU,,31/07/2020,-23,6,-19,-44,-26,11
MX,Mexico,Aguascalientes,,,MX-AGU,,01/08/2020,-23,6,-10,-45,-5,5
MX,Mexico,Aguascalientes,,,MX-AGU,,02/08/2020,-28,-2,-15,-45,3,4
MX,Mexico,Aguascalientes,,,MX-AGU,,03/08/2020,-26,-5,-28,-40,-28,11
MX,Mexico,Aguascalientes,,,MX-AGU,,04/08/2020,-23,-5,-25,-42,-29,11
MX,Mexico,Aguascalientes,,,MX-AGU,,05/08/2020,-22,-4,-24,-35,-29,11
MX,Mexico,Aguascalientes,,,MX-AGU,,06/08/2020,-23,-5,-23,-36,-29,11
MX,Mexico,Aguascalientes,,,MX-AGU,,07/08/2020,-25,-3,-20,-40,-26,11
MX,Mexico,Aguascalientes,,,MX-AGU,,08/08/2020,-25,-2,-12,-46,-5,5
MX,Mexico,Aguascalientes,,,MX-AGU,,09/08/2020,-30,-10,-23,-47,1,4
MX,Mexico,Aguascalientes,,,MX-AGU,,10/08/2020,-26,-8,-27,-37,-28,11
MX,Mexico,Aguascalientes,,,MX-AGU,,11/08/2020,-24,-11,-22,-42,-29,11
MX,Mexico,Aguascalientes,,,MX-AGU,,12/08/2020,-24,-8,-24,-37,-28,12
MX,Mexico,Aguascalientes,,,MX-AGU,,13/08/2020,-24,-7,-23,-39,-28,11
MX,Mexico,Aguascalientes,,,MX-AGU,,14/08/2020,-22,2,-21,-42,-25,11
MX,Mexico,Aguascalientes,,,MX-AGU,,15/08/2020,-21,4,-10,-44,-4,4
MX,Mexico,Aguascalientes,,,MX-AGU,,16/08/2020,-27,-7,-23,-42,1,3
MX,Mexico,Aguascalientes,,,MX-AGU,,17/08/2020,-22,-4,-22,-39,-27,10
MX,Mexico,Aguascalientes,,,MX-AGU,,18/08/2020,-24,-10,-30,-39,-28,11
MX,Mexico,Aguascalientes,,,MX-AGU,,19/08/2020,-27,-11,-37,-36,-29,13
MX,Mexico,Aguascalientes,,,MX-AGU,,20/08/2020,-19,-2,-14,-36,-28,11
MX,Mexico,Aguascalientes,,,MX-AGU,,21/08/2020,-23,-1,-18,-42,-25,11
MX,Mexico,Aguascalientes,,,MX-AGU,,22/08/2020,-21,0,-3,-47,-4,4
MX,Mexico,Aguascalientes,,,MX-AGU,,23/08/2020,-25,-5,-14,-46,4,4
MX,Mexico,Aguascalientes,,,MX-AGU,,24/08/2020,-23,-6,-17,-39,-27,11
MX,Mexico,Aguascalientes,,,MX-AGU,,25/08/2020,-22,-8,-14,-42,-29,12
MX,Mexico,Aguascalientes,,,MX-AGU,,26/08/2020,-22,-5,-16,-41,-29,13
MX,Mexico,Aguascalientes,,,MX-AGU,,27/08/2020,-20,-3,-9,-38,-29,12
MX,Mexico,Aguascalientes,,,MX-AGU,,28/08/2020,-20,4,-8,-44,-25,12
MX,Mexico,Aguascalientes,,,MX-AGU,,29/08/2020,-17,6,8,-48,-5,4
MX,Mexico,Aguascalientes,,,MX-AGU,,30/08/2020,-21,0,-3,-45,2,3
MX,Mexico,Aguascalientes,,,MX-AGU,,31/08/2020,-16,2,-9,-40,-27,11
MX,Mexico,Aguascalientes,,,MX-AGU,,01/09/2020,-14,0,-3,-39,-29,11
MX,Mexico,Aguascalientes,,,MX-AGU,,02/09/2020,-16,0,-7,-38,-29,12
MX,Mexico,Aguascalientes,,,MX-AGU,,03/09/2020,-16,0,-1,-36,-29,12
MX,Mexico,Aguascalientes,,,MX-AGU,,04/09/2020,-18,2,-2,-40,-26,12
MX,Mexico,Aguascalientes,,,MX-AGU,,05/09/2020,-16,5,12,-44,-6,5
MX,Mexico,Aguascalientes,,,MX-AGU,,06/09/2020,-20,0,3,-42,1,4
MX,Mexico,Aguascalientes,,,MX-AGU,,07/09/2020,-19,-3,-3,-36,-28,11
MX,Mexico,Aguascalientes,,,MX-AGU,,08/09/2020,-17,-6,-6,-38,-30,12
MX,Mexico,Aguascalientes,,,MX-AGU,,09/09/2020,-16,-5,-4,-35,-30,12
MX,Mexico,Aguascalientes,,,MX-AGU,,10/09/2020,-12,2,8,-36,-29,11
MX,Mexico,Aguascalientes,,,MX-AGU,,11/09/2020,-14,6,7,-42,-27,11
MX,Mexico,Baja California,,,MX-BCN,,15/02/2020,7,4,8,8,3,-1
MX,Mexico,Baja California,,,MX-BCN,,16/02/2020,11,5,10,5,1,-1
MX,Mexico,Baja California,,,MX-BCN,,17/02/2020,7,5,7,3,9,-2
MX,Mexico,Baja California,,,MX-BCN,,18/02/2020,0,1,9,3,10,-2
MX,Mexico,Baja California,,,MX-BCN,,19/02/2020,1,0,2,1,8,-2
MX,Mexico,Baja California,,,MX-BCN,,20/02/2020,0,0,3,-1,8,-2
MX,Mexico,Baja California,,,MX-BCN,,21/02/2020,3,4,11,3,10,-3
MX,Mexico,Baja California,,,MX-BCN,,22/02/2020,-2,-3,2,-2,1,2
MX,Mexico,Baja California,,,MX-BCN,,23/02/2020,4,2,10,0,2,0
MX,Mexico,Baja California,,,MX-BCN,,24/02/2020,-1,1,6,-2,12,-2
MX,Mexico,Baja California,,,MX-BCN,,25/02/2020,-1,1,20,-2,10,-2
MX,Mexico,Baja California,,,MX-BCN,,26/02/2020,0,0,3,-1,9,-2
MX,Mexico,Baja California,,,MX-BCN,,27/02/2020,2,2,3,0,9,-2
MX,Mexico,Baja California,,,MX-BCN,,28/02/2020,6,8,10,6,11,-3
MX,Mexico,Baja California,,,MX-BCN,,29/02/2020,5,7,8,6,5,-2
MX,Mexico,Baja California,,,MX-BCN,,01/03/2020,3,3,-10,-4,2,1
MX,Mexico,Baja California,,,MX-BCN,,02/03/2020,-2,0,-10,-10,9,0
MX,Mexico,Baja California,,,MX-BCN,,03/03/2020,5,7,9,-3,12,-3
MX,Mexico,Baja California,,,MX-BCN,,04/03/2020,4,6,5,-3,11,-2
MX,Mexico,Baja California,,,MX-BCN,,05/03/2020,4,5,7,-3,10,-3
MX,Mexico,Baja California,,,MX-BCN,,06/03/2020,3,6,12,4,9,-3
MX,Mexico,Baja California,,,MX-BCN,,07/03/2020,2,4,7,-1,5,-1
MX,Mexico,Baja California,,,MX-BCN,,08/03/2020,6,3,6,-2,4,0
MX,Mexico,Baja California,,,MX-BCN,,09/03/2020,-7,-2,-7,-6,-9,4
MX,Mexico,Baja California,,,MX-BCN,,10/03/2020,-13,-9,-31,-8,-6,6
MX,Mexico,Baja California,,,MX-BCN,,11/03/2020,2,5,-5,0,9,-1
MX,Mexico,Baja California,,,MX-BCN,,12/03/2020,-3,3,-22,-3,4,2
MX,Mexico,Baja California,,,MX-BCN,,13/03/2020,1,8,-12,2,5,1
MX,Mexico,Baja California,,,MX-BCN,,14/03/2020,0,9,-5,-7,3,1
MX,Mexico,Baja California,,,MX-BCN,,15/03/2020,-1,6,-2,-8,3,1
MX,Mexico,Baja California,,,MX-BCN,,16/03/2020,-11,5,-3,-16,-49,13
MX,Mexico,Baja California,,,MX-BCN,,17/03/2020,-3,14,-5,-2,5,0
MX,Mexico,Baja California,,,MX-BCN,,18/03/2020,-20,1,-35,-15,-14,10
MX,Mexico,Baja California,,,MX-BCN,,19/03/2020,-21,0,-27,-24,-16,10
MX,Mexico,Baja California,,,MX-BCN,,20/03/2020,-23,4,-22,-27,-14,10
MX,Mexico,Baja California,,,MX-BCN,,21/03/2020,-31,-6,-31,-35,-7,10
MX,Mexico,Baja California,,,MX-BCN,,22/03/2020,-37,-13,-38,-40,-11,9
MX,Mexico,Baja California,,,MX-BCN,,23/03/2020,-31,-13,-31,-38,-21,12
MX,Mexico,Baja California,,,MX-BCN,,24/03/2020,-33,-11,-27,-43,-24,13
MX,Mexico,Baja California,,,MX-BCN,,25/03/2020,-36,-14,-36,-45,-28,15
MX,Mexico,Baja California,,,MX-BCN,,26/03/2020,-38,-15,-38,-45,-30,16
MX,Mexico,Baja California,,,MX-BCN,,27/03/2020,-37,-9,-32,-50,-29,16
MX,Mexico,Baja California,,,MX-BCN,,28/03/2020,-40,-12,-39,-52,-20,14
MX,Mexico,Baja California,,,MX-BCN,,29/03/2020,-44,-17,-45,-56,-23,13
MX,Mexico,Baja California,,,MX-BCN,,30/03/2020,-34,-8,-30,-47,-30,14
MX,Mexico,Baja California,,,MX-BCN,,31/03/2020,-43,-17,-38,-48,-35,17
MX,Mexico,Baja California,,,MX-BCN,,01/04/2020,-42,-14,-38,-49,-37,18
MX,Mexico,Baja California,,,MX-BCN,,02/04/2020,-51,-8,-39,-50,-39,18
MX,Mexico,Baja California,,,MX-BCN,,03/04/2020,-58,-1,-34,-51,-37,19
MX,Mexico,Baja California,,,MX-BCN,,04/04/2020,-61,-7,-45,-54,-29,17
MX,Mexico,Baja California,,,MX-BCN,,05/04/2020,-65,-15,-52,-55,-31,15
MX,Mexico,Baja California,,,MX-BCN,,06/04/2020,-59,-12,-40,-55,-42,19
MX,Mexico,Baja California,,,MX-BCN,,07/04/2020,-61,-18,-46,-58,-45,21
MX,Mexico,Baja California,,,MX-BCN,,08/04/2020,-59,-14,-47,-58,-48,22
MX,Mexico,Baja California,,,MX-BCN,,09/04/2020,-61,-11,-45,-61,-56,24
MX,Mexico,Baja California,,,MX-BCN,,10/04/2020,-76,-33,-64,-74,-70,34
MX,Mexico,Baja California,,,MX-BCN,,11/04/2020,-66,-17,-54,-67,-49,22
MX,Mexico,Baja California,,,MX-BCN,,12/04/2020,-69,-25,-59,-64,-38,17
MX,Mexico,Baja California,,,MX-BCN,,13/04/2020,-60,-17,-44,-60,-48,22
MX,Mexico,Baja California,,,MX-BCN,,14/04/2020,-59,-14,-39,-60,-50,23
MX,Mexico,Baja California,,,MX-BCN,,15/04/2020,-56,-13,-41,-60,-51,23
MX,Mexico,Baja California,,,MX-BCN,,16/04/2020,-55,-13,-39,-62,-52,24
MX,Mexico,Baja California,,,MX-BCN,,17/04/2020,-58,-12,-42,-63,-52,26
MX,Mexico,Baja California,,,MX-BCN,,18/04/2020,-63,-23,-52,-65,-39,20
MX,Mexico,Baja California,,,MX-BCN,,19/04/2020,-66,-30,-59,-64,-36,17
MX,Mexico,Baja California,,,MX-BCN,,20/04/2020,-58,-22,-42,-60,-51,23
MX,Mexico,Baja California,,,MX-BCN,,21/04/2020,-60,-24,-46,-63,-53,24
MX,Mexico,Baja California,,,MX-BCN,,22/04/2020,-59,-21,-44,-63,-53,24
MX,Mexico,Baja California,,,MX-BCN,,23/04/2020,-59,-20,-43,-62,-54,24
MX,Mexico,Baja California,,,MX-BCN,,24/04/2020,-59,-16,-41,-61,-51,25
MX,Mexico,Baja California,,,MX-BCN,,25/04/2020,-62,-20,-49,-66,-39,20
MX,Mexico,Baja California,,,MX-BCN,,26/04/2020,-65,-26,-56,-65,-36,16
MX,Mexico,Baja California,,,MX-BCN,,27/04/2020,-57,-20,-41,-61,-49,23
MX,Mexico,Baja California,,,MX-BCN,,28/04/2020,-58,-21,-39,-64,-51,15
MX,Mexico,Baja California,,,MX-BCN,,29/04/2020,-56,-18,-42,-63,-52,23
MX,Mexico,Baja California,,,MX-BCN,,30/04/2020,-48,-6,-35,-56,-51,21
MX,Mexico,Baja California,,,MX-BCN,,01/05/2020,-61,-15,-39,-67,-64,28
MX,Mexico,Baja California,,,MX-BCN,,02/05/2020,-60,-18,-46,-63,-39,19
MX,Mexico,Baja California,,,MX-BCN,,03/05/2020,-63,-25,-54,-65,-31,16
MX,Mexico,Baja California,,,MX-BCN,,04/05/2020,-54,-16,-34,-58,-45,20
MX,Mexico,Baja California,,,MX-BCN,,05/05/2020,-54,-16,-33,-61,-46,21
MX,Mexico,Baja California,,,MX-BCN,,06/05/2020,-54,-15,-37,-60,-45,21
MX,Mexico,Baja California,,,MX-BCN,,07/05/2020,-53,-12,-34,-58,-46,21
MX,Mexico,Baja California,,,MX-BCN,,08/05/2020,-52,-9,-31,-58,-43,22
MX,Mexico,Baja California,,,MX-BCN,,09/05/2020,-52,-8,-40,-60,-30,17
MX,Mexico,Baja California,,,MX-BCN,,10/05/2020,-55,-14,-48,-64,-19,12
MX,Mexico,Baja California,,,MX-BCN,,11/05/2020,-53,-16,-34,-57,-41,19
MX,Mexico,Baja California,,,MX-BCN,,12/05/2020,-52,-14,-33,-58,-42,20
MX,Mexico,Baja California,,,MX-BCN,,13/05/2020,-52,-15,-35,-61,-42,21
MX,Mexico,Baja California,,,MX-BCN,,14/05/2020,-51,-14,-35,-58,-43,20
MX,Mexico,Baja California,,,MX-BCN,,15/05/2020,-50,-8,-31,-55,-41,21
MX,Mexico,Baja California,,,MX-BCN,,16/05/2020,-53,-12,-41,-58,-28,17
MX,Mexico,Baja California,,,MX-BCN,,17/05/2020,-57,-18,-49,-60,-23,14
MX,Mexico,Baja California,,,MX-BCN,,18/05/2020,-50,-13,-34,-56,-38,18
MX,Mexico,Baja California,,,MX-BCN,,19/05/2020,-50,-13,-35,-56,-39,19
MX,Mexico,Baja California,,,MX-BCN,,20/05/2020,-49,-11,-37,-55,-40,19
MX,Mexico,Baja California,,,MX-BCN,,21/05/2020,-49,-10,-36,-55,-40,20
MX,Mexico,Baja California,,,MX-BCN,,22/05/2020,-51,-8,-36,-54,-37,20
MX,Mexico,Baja California,,,MX-BCN,,23/05/2020,-52,-10,-45,-56,-24,16
MX,Mexico,Baja California,,,MX-BCN,,24/05/2020,-56,-16,-50,-58,-22,14
MX,Mexico,Baja California,,,MX-BCN,,25/05/2020,-48,-10,-36,-53,-39,19
MX,Mexico,Baja California,,,MX-BCN,,26/05/2020,-51,-13,-37,-54,-37,18
MX,Mexico,Baja California,,,MX-BCN,,27/05/2020,-51,-14,-40,-56,-38,19
MX,Mexico,Baja California,,,MX-BCN,,28/05/2020,-49,-11,-40,-54,-38,19
MX,Mexico,Baja California,,,MX-BCN,,29/05/2020,-49,-5,-36,-53,-36,20
MX,Mexico,Baja California,,,MX-BCN,,30/05/2020,-50,-6,-44,-50,-19,14
MX,Mexico,Baja California,,,MX-BCN,,31/05/2020,-54,-12,-48,-54,-16,13
MX,Mexico,Baja California,,,MX-BCN,,01/06/2020,-47,-9,-36,-43,-32,16
MX,Mexico,Baja California,,,MX-BCN,,02/06/2020,-47,-9,-35,-43,-34,17
MX,Mexico,Baja California,,,MX-BCN,,03/06/2020,-47,-9,-37,-44,-35,18
MX,Mexico,Baja California,,,MX-BCN,,04/06/2020,-46,-8,-36,-44,-35,18
MX,Mexico,Baja California,,,MX-BCN,,05/06/2020,-46,-4,-33,-44,-33,18
MX,Mexico,Baja California,,,MX-BCN,,06/06/2020,-48,-6,-42,-43,-18,14
MX,Mexico,Baja California,,,MX-BCN,,07/06/2020,-51,-11,-44,-45,-16,12
MX,Mexico,Baja California,,,MX-BCN,,08/06/2020,-45,-9,-33,-44,-30,15
MX,Mexico,Baja California,,,MX-BCN,,09/06/2020,-47,-10,-33,-45,-32,16
MX,Mexico,Baja California,,,MX-BCN,,10/06/2020,-45,-8,-34,-45,-33,17
MX,Mexico,Baja California,,,MX-BCN,,11/06/2020,-44,-7,-31,-45,-33,17
MX,Mexico,Baja California,,,MX-BCN,,12/06/2020,-44,-1,-29,-41,-31,17
MX,Mexico,Baja California,,,MX-BCN,,13/06/2020,-45,-3,-34,-42,-15,12
MX,Mexico,Baja California,,,MX-BCN,,14/06/2020,-48,-9,-38,-40,-12,11
MX,Mexico,Baja California,,,MX-BCN,,15/06/2020,-41,-6,-29,-40,-29,14
MX,Mexico,Baja California,,,MX-BCN,,16/06/2020,-41,-5,-27,-38,-30,15
MX,Mexico,Baja California,,,MX-BCN,,17/06/2020,-40,-6,-28,-40,-31,16
MX,Mexico,Baja California,,,MX-BCN,,18/06/2020,-40,-4,-27,-39,-32,15
MX,Mexico,Baja California,,,MX-BCN,,19/06/2020,-40,2,-23,-35,-29,14
MX,Mexico,Baja California,,,MX-BCN,,20/06/2020,-41,2,-33,-33,-12,11
MX,Mexico,Baja California,,,MX-BCN,,21/06/2020,-48,-6,-39,-42,-4,8
MX,Mexico,Baja California,,,MX-BCN,,22/06/2020,-42,-8,-28,-37,-31,14
MX,Mexico,Baja California,,,MX-BCN,,23/06/2020,-41,-6,-26,-39,-31,15
MX,Mexico,Baja California,,,MX-BCN,,24/06/2020,-41,-7,-27,-39,-31,15
MX,Mexico,Baja California,,,MX-BCN,,25/06/2020,-40,-6,-25,-40,-31,15
MX,Mexico,Baja California,,,MX-BCN,,26/06/2020,-41,-1,-23,-38,-29,15
MX,Mexico,Baja California,,,MX-BCN,,27/06/2020,-43,-4,-30,-34,-14,11
MX,Mexico,Baja California,,,MX-BCN,,28/06/2020,-46,-10,-33,-37,-9,10
MX,Mexico,Baja California,,,MX-BCN,,29/06/2020,-39,-7,-28,-41,-29,14
MX,Mexico,Baja California,,,MX-BCN,,30/06/2020,-36,-3,-22,-40,-29,13
MX,Mexico,Baja California,,,MX-BCN,,01/07/2020,-35,-4,-24,-36,-31,14
MX,Mexico,Baja California,,,MX-BCN,,02/07/2020,-35,-2,-20,-30,-31,14
MX,Mexico,Baja California,,,MX-BCN,,03/07/2020,-35,5,-18,-26,-30,14
MX,Mexico,Baja California,,,MX-BCN,,04/07/2020,-41,-3,-30,-32,-14,11
MX,Mexico,Baja California,,,MX-BCN,,05/07/2020,-45,-9,-34,-35,-10,9
MX,Mexico,Baja California,,,MX-BCN,,06/07/2020,-38,-5,-23,-35,-30,13
MX,Mexico,Baja California,,,MX-BCN,,07/07/2020,-37,-4,-21,-37,-31,13
MX,Mexico,Baja California,,,MX-BCN,,08/07/2020,-37,-6,-22,-38,-30,14
MX,Mexico,Baja California,,,MX-BCN,,09/07/2020,-37,-4,-21,-36,-31,14
MX,Mexico,Baja California,,,MX-BCN,,10/07/2020,-38,0,-19,-35,-29,14
MX,Mexico,Baja California,,,MX-BCN,,11/07/2020,-40,-2,-28,-33,-13,10
MX,Mexico,Baja California,,,MX-BCN,,12/07/2020,-43,-9,-32,-33,-11,9
MX,Mexico,Baja California,,,MX-BCN,,13/07/2020,-37,-6,-22,-38,-29,12
MX,Mexico,Baja California,,,MX-BCN,,14/07/2020,-36,-4,-20,-38,-30,13
MX,Mexico,Baja California,,,MX-BCN,,15/07/2020,-32,-1,-20,-38,-30,13
MX,Mexico,Baja California,,,MX-BCN,,16/07/2020,-33,-1,-21,-36,-30,13
MX,Mexico,Baja California,,,MX-BCN,,17/07/2020,-35,2,-19,-36,-29,13
MX,Mexico,Baja California,,,MX-BCN,,18/07/2020,-37,0,-25,-31,-12,9
MX,Mexico,Baja California,,,MX-BCN,,19/07/2020,-40,-6,-26,-33,-10,8
MX,Mexico,Baja California,,,MX-BCN,,20/07/2020,-34,-4,-20,-37,-29,12
MX,Mexico,Baja California,,,MX-BCN,,21/07/2020,-34,-3,-18,-39,-30,13
MX,Mexico,Baja California,,,MX-BCN,,22/07/2020,-34,-5,-21,-39,-29,13
MX,Mexico,Baja California,,,MX-BCN,,23/07/2020,-34,-3,-18,-37,-29,13
MX,Mexico,Baja California,,,MX-BCN,,24/07/2020,-35,2,-17,-38,-27,13
MX,Mexico,Baja California,,,MX-BCN,,25/07/2020,-36,1,-20,-35,-12,9
MX,Mexico,Baja California,,,MX-BCN,,26/07/2020,-38,-6,-20,-35,-9,8
MX,Mexico,Baja California,,,MX-BCN,,27/07/2020,-34,-4,-19,-36,-29,12
MX,Mexico,Baja California,,,MX-BCN,,28/07/2020,-33,-3,-17,-39,-29,12
MX,Mexico,Baja California,,,MX-BCN,,29/07/2020,-30,-4,-18,-38,-30,13
MX,Mexico,Baja California,,,MX-BCN,,30/07/2020,-28,-1,-16,-35,-30,12
MX,Mexico,Baja California,,,MX-BCN,,31/07/2020,-28,5,-13,-32,-28,12
MX,Mexico,Baja California,,,MX-BCN,,01/08/2020,-30,2,-18,-23,-12,8
MX,Mexico,Baja California,,,MX-BCN,,02/08/2020,-32,-5,-19,-22,-11,7
MX,Mexico,Baja California,,,MX-BCN,,03/08/2020,-26,-1,-15,-26,-28,11
MX,Mexico,Baja California,,,MX-BCN,,04/08/2020,-26,-1,-13,-31,-29,11
MX,Mexico,Baja California,,,MX-BCN,,05/08/2020,-24,-1,-13,-29,-29,12
MX,Mexico,Baja California,,,MX-BCN,,06/08/2020,-25,-1,-12,-30,-29,11
MX,Mexico,Baja California,,,MX-BCN,,07/08/2020,-27,4,-9,-30,-27,11
MX,Mexico,Baja California,,,MX-BCN,,08/08/2020,-28,1,-13,-25,-12,8
MX,Mexico,Baja California,,,MX-BCN,,09/08/2020,-29,-4,-14,-20,-9,7
MX,Mexico,Baja California,,,MX-BCN,,10/08/2020,-26,-2,-12,-29,-28,10
MX,Mexico,Baja California,,,MX-BCN,,11/08/2020,-27,-2,-11,-33,-28,11
MX,Mexico,Baja California,,,MX-BCN,,12/08/2020,-26,-2,-13,-30,-29,11
MX,Mexico,Baja California,,,MX-BCN,,13/08/2020,-26,0,-13,-30,-29,11
MX,Mexico,Baja California,,,MX-BCN,,14/08/2020,-26,7,-9,-27,-27,10
MX,Mexico,Baja California,,,MX-BCN,,15/08/2020,-28,5,-11,-20,-12,7
MX,Mexico,Baja California,,,MX-BCN,,16/08/2020,-29,-1,-15,-17,-10,6
MX,Mexico,Baja California,,,MX-BCN,,17/08/2020,-24,1,-10,-26,-27,10
MX,Mexico,Baja California,,,MX-BCN,,18/08/2020,-24,1,-8,-31,-26,10
MX,Mexico,Baja California,,,MX-BCN,,19/08/2020,-23,0,-8,-30,-27,11
MX,Mexico,Baja California,,,MX-BCN,,20/08/2020,-22,1,-6,-25,-28,10
MX,Mexico,Baja California,,,MX-BCN,,21/08/2020,-23,6,0,-25,-26,10
MX,Mexico,Baja California,,,MX-BCN,,22/08/2020,-24,5,-5,-20,-10,6
MX,Mexico,Baja California,,,MX-BCN,,23/08/2020,-25,-1,-9,-14,-8,6
MX,Mexico,Baja California,,,MX-BCN,,24/08/2020,-22,-1,-5,-26,-26,10
MX,Mexico,Baja California,,,MX-BCN,,25/08/2020,-23,0,-1,-30,-27,10
MX,Mexico,Baja California,,,MX-BCN,,26/08/2020,-21,0,-1,-29,-27,11
MX,Mexico,Baja California,,,MX-BCN,,27/08/2020,-20,2,4,-27,-27,10
MX,Mexico,Baja California,,,MX-BCN,,28/08/2020,-19,7,8,-24,-24,10
MX,Mexico,Baja California,,,MX-BCN,,29/08/2020,-21,5,2,-21,-10,6
MX,Mexico,Baja California,,,MX-BCN,,30/08/2020,-22,0,-2,-21,-8,5
MX,Mexico,Baja California,,,MX-BCN,,31/08/2020,-18,2,8,-25,-25,9
MX,Mexico,Baja California,,,MX-BCN,,01/09/2020,-16,5,14,-21,-26,10
MX,Mexico,Baja California,,,MX-BCN,,02/09/2020,-15,2,11,-22,-27,10
MX,Mexico,Baja California,,,MX-BCN,,03/09/2020,-15,4,11,-19,-27,10
MX,Mexico,Baja California,,,MX-BCN,,04/09/2020,-17,9,17,-14,-25,9
MX,Mexico,Baja California,,,MX-BCN,,05/09/2020,-19,8,14,-12,-11,6
MX,Mexico,Baja California,,,MX-BCN,,06/09/2020,-21,3,3,-13,-10,5
MX,Mexico,Baja California,,,MX-BCN,,07/09/2020,-14,6,17,-17,-29,10
MX,Mexico,Baja California,,,MX-BCN,,08/09/2020,-15,5,22,-15,-27,10
MX,Mexico,Baja California,,,MX-BCN,,09/09/2020,-12,5,26,-18,-27,10
